Recycler ID,Recycler name,Location,Accepted materials,Authorization status,Contact,Rate,Pickup availability,Service area
REC04349,UrbanRecycle Roorkee Sustainable Recycling 4349,Roorkee,"Washing Machine, PCB, Printer",Authorized,+91 9855653666,Washing Machine: ₹21/kg | PCB: ₹530/kg | Printer: ₹11/kg,Yes,"Roorkee, Haridwar, Saharanpur"
REC04350,EcoLink Dhanbad Collection & Recycling 4350,Dhanbad,"Printer, Television, Microwave, Mobile, LCD Panel, Magnet Assembly",Authorized,+91 9503607456,Printer: ₹29/kg | Television: ₹17/kg | Microwave: ₹25/kg | Mobile: ₹174/kg | LCD Panel: ₹70/kg | Magnet Assembly: ₹79/kg,Yes,"Dhanbad, Giridih, Bokaro"
REC04351,RecyclePro Bokaro Recycling Services 4351,Bokaro,"Glass, Cable, Television, Magnet Assembly",Authorized,+91 9960272516,Glass: ₹8/kg | Cable: ₹433/kg | Television: ₹23/kg | Magnet Assembly: ₹117/kg,No,"Bokaro, Dhanbad"
REC04352,EnviroCycle Rourkela E-Waste Solutions 4352,Rourkela,"Mobile, Cable, Motor, Washing Machine, Battery, Glass, Magnet Assembly, Mixed Plastic",Authorized,+91 9544887996,Mobile: ₹159/kg | Cable: ₹368/kg | Motor: ₹61/kg | Washing Machine: ₹17/kg | Battery: ₹130/kg | Glass: ₹6/kg | Magnet Assembly: ₹117/kg | Mixed Plastic: ₹27/kg,No,"Rourkela, Jharsuguda, Sambalpur"
REC04353,EarthLoop Sambalpur Recycler Hub 4353,Sambalpur,"Glass, Mixed Plastic, Cable",Authorized,+91 9959337994,Glass: ₹10/kg | Mixed Plastic: ₹18/kg | Cable: ₹444/kg,No,"Sambalpur, Jharsuguda, Bargarh"
REC04354,GreenMine Warangal Recovery Centre 4354,Warangal,"Keyboard, Mixed Plastic, CRT, Washing Machine, Microwave, Mouse, Battery, Printer",Authorized,+91 9939907287,Keyboard: ₹43/kg | Mixed Plastic: ₹35/kg | CRT: ₹17/kg | Washing Machine: ₹31/kg | Microwave: ₹17/kg | Mouse: ₹41/kg | Battery: ₹78/kg | Printer: ₹23/kg,Yes,"Warangal, Karimnagar"
REC04355,RecoverX Tirupati Circular Solutions 4355,Tirupati,"Motor, Printer, Glass, Battery, Cable, LCD Panel",Authorized,+91 9462776841,Motor: ₹58/kg | Printer: ₹13/kg | Glass: ₹11/kg | Battery: ₹141/kg | Cable: ₹379/kg | LCD Panel: ₹73/kg,Yes,"Tirupati, Chittoor"
REC04356,ScrapSmart Nellore Resource Recovery 4356,Nellore,"Mixed Plastic, Washing Machine, Mixed Metal, Cable, CRT, Mouse",Authorized,+91 9275176345,Mixed Plastic: ₹17/kg | Washing Machine: ₹34/kg | Mixed Metal: ₹59/kg | Cable: ₹449/kg | CRT: ₹14/kg | Mouse: ₹34/kg,Yes,"Nellore, Tirupati, Ongole"
REC04357,EcoRecover Salem Green Processing 4357,Salem,"PCB, Battery, Microwave, Cable",Authorization Renewal Pending,+91 9816664657,PCB: ₹451/kg | Battery: ₹151/kg | Microwave: ₹26/kg | Cable: ₹362/kg,Yes,"Salem, Namakkal"
REC04358,WasteWise Tiruchirappalli Materials Recycling 4358,Tiruchirappalli,"Washing Machine, Battery, Mobile, Mixed Plastic, Microwave, Magnet Assembly, PCB, Mixed Metal",Authorized,+91 9732678550,Washing Machine: ₹17/kg | Battery: ₹127/kg | Mobile: ₹180/kg | Mixed Plastic: ₹12/kg | Microwave: ₹16/kg | Magnet Assembly: ₹113/kg | PCB: ₹452/kg | Mixed Metal: ₹33/kg,Yes,"Tiruchirappalli, Karur, Thanjavur"
REC04359,CircularGrid Vellore Sustainable Recycling 4359,Vellore,"Glass, Mixed Plastic, PCB, Motor, Television, CRT",Authorization Verification Pending,+91 9737474448,Glass: ₹8/kg | Mixed Plastic: ₹14/kg | PCB: ₹504/kg | Motor: ₹72/kg | Television: ₹36/kg | CRT: ₹20/kg,Yes,"Vellore, Chennai, Ranipet"
REC04360,GreenBridge Durgapur Collection & Recycling 4360,Durgapur,"Battery, Washing Machine, LCD Panel, PCB, Mixed Metal, Microwave, Cable, Keyboard",Authorized,+91 9492933675,Battery: ₹129/kg | Washing Machine: ₹17/kg | LCD Panel: ₹33/kg | PCB: ₹431/kg | Mixed Metal: ₹63/kg | Microwave: ₹13/kg | Cable: ₹405/kg | Keyboard: ₹45/kg,Yes,"Durgapur, Asansol, Bardhaman"
REC04361,EcoCycle Asansol Recycling Services 4361,Asansol,"Motor, Cable, Mixed Metal, Microwave, CRT",Authorized,+91 9626012012,Motor: ₹62/kg | Cable: ₹380/kg | Mixed Metal: ₹70/kg | Microwave: ₹8/kg | CRT: ₹11/kg,No,"Asansol, Bankura"
REC04362,GreenLoop Bhopal E-Waste Solutions 4362,Bhopal,"LCD Panel, Battery, Microwave, Glass, Printer",Authorized,+91 9194964082,LCD Panel: ₹69/kg | Battery: ₹188/kg | Microwave: ₹18/kg | Glass: ₹9/kg | Printer: ₹26/kg,Yes,"Bhopal, Vidisha"
REC04363,ReTech Indore Recycler Hub 4363,Indore,"Mixed Metal, Mixed Plastic, Mobile, Mouse",Authorized,+91 9893722752,Mixed Metal: ₹54/kg | Mixed Plastic: ₹25/kg | Mobile: ₹275/kg | Mouse: ₹21/kg,Yes,"Indore, Ujjain, Dewas"
REC04364,CleanEarth Raipur Recovery Centre 4364,Raipur,"PCB, Mixed Plastic, Washing Machine, LCD Panel, Glass, Mobile, Printer",Authorized,+91 9663546967,PCB: ₹459/kg | Mixed Plastic: ₹11/kg | Washing Machine: ₹16/kg | LCD Panel: ₹28/kg | Glass: ₹7/kg | Mobile: ₹274/kg | Printer: ₹9/kg,Yes,Raipur
REC04365,E-Waste Bilaspur Circular Solutions 4365,Bilaspur,"Mouse, Battery, Glass",Authorization Verification Pending,+91 9104963128,Mouse: ₹34/kg | Battery: ₹91/kg | Glass: ₹9/kg,Yes,"Bilaspur, Raigarh, Korba"
REC04366,Circular Nagpur Resource Recovery 4366,Nagpur,"Mixed Plastic, Washing Machine, Television, PCB, LCD Panel, Battery",Authorized,+91 9515146389,Mixed Plastic: ₹12/kg | Washing Machine: ₹29/kg | Television: ₹14/kg | PCB: ₹481/kg | LCD Panel: ₹44/kg | Battery: ₹97/kg,Yes,"Nagpur, Wardha"
REC04367,RenewTech Pune Green Processing 4367,Pune,"CRT, Mixed Plastic, PCB, Printer, Keyboard",Authorized,+91 9499894408,CRT: ₹9/kg | Mixed Plastic: ₹23/kg | PCB: ₹438/kg | Printer: ₹24/kg | Keyboard: ₹27/kg,Yes,Pune
REC04368,GreenCircuit Mumbai Materials Recycling 4368,Mumbai,"Microwave, Mobile, Magnet Assembly, Television, Mouse, Battery, Keyboard",Authorized,+91 9917552285,Microwave: ₹24/kg | Mobile: ₹250/kg | Magnet Assembly: ₹98/kg | Television: ₹24/kg | Mouse: ₹42/kg | Battery: ₹170/kg | Keyboard: ₹41/kg,Yes,"Mumbai, Thane, Navi Mumbai"
REC04369,UrbanRecycle Nashik Sustainable Recycling 4369,Nashik,"Glass, Television, Magnet Assembly, LCD Panel",Authorized,+91 9428144633,Glass: ₹5/kg | Television: ₹32/kg | Magnet Assembly: ₹73/kg | LCD Panel: ₹61/kg,Yes,"Nashik, Malegaon"
REC04370,EcoLink Delhi Collection & Recycling 4370,Delhi,"Mouse, Mixed Metal, Microwave, Battery, Washing Machine, CRT, LCD Panel, PCB",Authorized,+91 9771879149,Mouse: ₹44/kg | Mixed Metal: ₹78/kg | Microwave: ₹20/kg | Battery: ₹183/kg | Washing Machine: ₹31/kg | CRT: ₹13/kg | LCD Panel: ₹56/kg | PCB: ₹391/kg,Yes,Delhi
REC04371,RecyclePro Noida Recycling Services 4371,Noida,"Mobile, LCD Panel, Printer, Motor, Keyboard, Glass, Television",Authorized,+91 9939930300,Mobile: ₹343/kg | LCD Panel: ₹60/kg | Printer: ₹10/kg | Motor: ₹101/kg | Keyboard: ₹34/kg | Glass: ₹1/kg | Television: ₹27/kg,No,"Noida, Greater Noida, Ghaziabad"
REC04372,EnviroCycle Jaipur E-Waste Solutions 4372,Jaipur,"Microwave, Printer, Motor, Mixed Metal, Washing Machine, LCD Panel, Mouse, Cable",Authorization Verification Pending,+91 9189442748,Microwave: ₹15/kg | Printer: ₹25/kg | Motor: ₹74/kg | Mixed Metal: ₹79/kg | Washing Machine: ₹15/kg | LCD Panel: ₹30/kg | Mouse: ₹67/kg | Cable: ₹375/kg,Yes,"Jaipur, Tonk"
REC04373,EarthLoop Kota Recycler Hub 4373,Kota,"Cable, Glass, Motor, PCB, Mixed Metal, Microwave, Television, Magnet Assembly",Authorized,+91 9730658343,Cable: ₹354/kg | Glass: ₹3/kg | Motor: ₹46/kg | PCB: ₹509/kg | Mixed Metal: ₹55/kg | Microwave: ₹19/kg | Television: ₹14/kg | Magnet Assembly: ₹114/kg,No,"Kota, Baran"
REC04374,GreenMine Ahmedabad Recovery Centre 4374,Ahmedabad,"LCD Panel, Washing Machine, Magnet Assembly",Authorization Verification Pending,+91 9544233830,LCD Panel: ₹42/kg | Washing Machine: ₹33/kg | Magnet Assembly: ₹112/kg,Yes,"Ahmedabad, Gandhinagar"
REC04375,RecoverX Surat Circular Solutions 4375,Surat,"Mobile, Motor, PCB, Glass",Authorized,+91 9833550749,Mobile: ₹208/kg | Motor: ₹69/kg | PCB: ₹426/kg | Glass: ₹6/kg,Yes,"Surat, Bharuch"
REC04376,ScrapSmart Vadodara Resource Recovery 4376,Vadodara,"Glass, Battery, Motor, Keyboard, Mobile",Authorized,+91 9200323834,Glass: ₹2/kg | Battery: ₹118/kg | Motor: ₹54/kg | Keyboard: ₹17/kg | Mobile: ₹151/kg,Yes,"Vadodara, Anand, Bharuch"
REC04377,EcoRecover Bengaluru Green Processing 4377,Bengaluru,"Television, Magnet Assembly, Printer, Keyboard, Mixed Metal, Mixed Plastic, Glass, PCB",Authorized,+91 9380542547,Television: ₹23/kg | Magnet Assembly: ₹137/kg | Printer: ₹16/kg | Keyboard: ₹38/kg | Mixed Metal: ₹52/kg | Mixed Plastic: ₹24/kg | Glass: ₹6/kg | PCB: ₹544/kg,Yes,"Bengaluru, Tumakuru"
REC04378,WasteWise Mysuru Materials Recycling 4378,Mysuru,"Glass, Mixed Plastic, Battery, Mixed Metal, Mobile, Keyboard",Authorized,+91 9276499611,Glass: ₹11/kg | Mixed Plastic: ₹33/kg | Battery: ₹166/kg | Mixed Metal: ₹39/kg | Mobile: ₹201/kg | Keyboard: ₹41/kg,Yes,"Mysuru, Mandya"
REC04379,CircularGrid Hyderabad Sustainable Recycling 4379,Hyderabad,"Mixed Metal, Magnet Assembly, Washing Machine, PCB, Glass",Authorized,+91 9783503990,Mixed Metal: ₹73/kg | Magnet Assembly: ₹120/kg | Washing Machine: ₹10/kg | PCB: ₹442/kg | Glass: ₹7/kg,Yes,"Hyderabad, Warangal, Secunderabad"
REC04380,GreenBridge Vijayawada Collection & Recycling 4380,Vijayawada,"Microwave, Motor, Glass, Keyboard, Cable, Television, PCB, Mixed Metal",Authorized,+91 9996955296,Microwave: ₹16/kg | Motor: ₹98/kg | Glass: ₹1/kg | Keyboard: ₹39/kg | Cable: ₹468/kg | Television: ₹36/kg | PCB: ₹413/kg | Mixed Metal: ₹43/kg,Yes,"Vijayawada, Tenali, Guntur"
REC04381,EcoCycle Visakhapatnam Recycling Services 4381,Visakhapatnam,"Printer, Mixed Metal, Mobile",Authorization Verification Pending,+91 9165002541,Printer: ₹26/kg | Mixed Metal: ₹74/kg | Mobile: ₹192/kg,Yes,"Visakhapatnam, Srikakulam, Vizianagaram"
REC04382,GreenLoop Chennai E-Waste Solutions 4382,Chennai,"Battery, Glass, Printer, LCD Panel, Television, Motor",Authorized,+91 9738591976,Battery: ₹104/kg | Glass: ₹6/kg | Printer: ₹15/kg | LCD Panel: ₹60/kg | Television: ₹12/kg | Motor: ₹50/kg,Yes,"Chennai, Tambaram"
REC04383,ReTech Coimbatore Recycler Hub 4383,Coimbatore,"Mixed Metal, Mobile, PCB",Authorized,+91 9597236367,Mixed Metal: ₹85/kg | Mobile: ₹285/kg | PCB: ₹479/kg,Yes,Coimbatore
REC04384,CleanEarth Madurai Recovery Centre 4384,Madurai,"PCB, Mobile, Printer, Glass, Keyboard, Battery, Television, Mixed Metal",Authorized,+91 9183248763,PCB: ₹394/kg | Mobile: ₹185/kg | Printer: ₹11/kg | Glass: ₹9/kg | Keyboard: ₹24/kg | Battery: ₹149/kg | Television: ₹19/kg | Mixed Metal: ₹55/kg,Yes,"Madurai, Dindigul"
REC04385,E-Waste Kolkata Circular Solutions 4385,Kolkata,"Mouse, Mixed Plastic, CRT, Keyboard, Printer",Authorized,+91 9687360103,Mouse: ₹53/kg | Mixed Plastic: ₹25/kg | CRT: ₹20/kg | Keyboard: ₹15/kg | Printer: ₹18/kg,Yes,"Kolkata, Howrah, Hooghly"
REC04386,Circular Siliguri Resource Recovery 4386,Siliguri,"Magnet Assembly, CRT, Printer, LCD Panel, Mobile, Battery",Authorized,+91 9693407366,Magnet Assembly: ₹123/kg | CRT: ₹14/kg | Printer: ₹26/kg | LCD Panel: ₹58/kg | Mobile: ₹161/kg | Battery: ₹130/kg,Yes,"Siliguri, Jalpaiguri"
REC04387,RenewTech Lucknow Green Processing 4387,Lucknow,"Glass, PCB, Television, Mixed Plastic, Mobile, Microwave, Mixed Metal, Printer",Authorized,+91 9495851504,Glass: ₹5/kg | PCB: ₹413/kg | Television: ₹28/kg | Mixed Plastic: ₹28/kg | Mobile: ₹234/kg | Microwave: ₹12/kg | Mixed Metal: ₹53/kg | Printer: ₹8/kg,No,"Lucknow, Kanpur"
REC04388,GreenCircuit Kanpur Materials Recycling 4388,Kanpur,"Mobile, CRT, Washing Machine, LCD Panel",Authorized,+91 9829180769,Mobile: ₹232/kg | CRT: ₹14/kg | Washing Machine: ₹19/kg | LCD Panel: ₹58/kg,Yes,"Kanpur, Fatehpur"
REC04389,UrbanRecycle Varanasi Sustainable Recycling 4389,Varanasi,"Television, Motor, Mouse",Authorized,+91 9779503393,Television: ₹27/kg | Motor: ₹94/kg | Mouse: ₹46/kg,Yes,"Varanasi, Jaunpur"
REC04390,EcoLink Prayagraj Collection & Recycling 4390,Prayagraj,"Mobile, Battery, LCD Panel, Television, PCB, Magnet Assembly",Authorized,+91 9514694066,Mobile: ₹228/kg | Battery: ₹150/kg | LCD Panel: ₹70/kg | Television: ₹38/kg | PCB: ₹491/kg | Magnet Assembly: ₹85/kg,No,"Prayagraj, Varanasi, Mirzapur"
REC04391,RecyclePro Patna Recycling Services 4391,Patna,"Mouse, Washing Machine, CRT, Keyboard, Television, Motor",Authorized,+91 9837450859,Mouse: ₹33/kg | Washing Machine: ₹13/kg | CRT: ₹15/kg | Keyboard: ₹20/kg | Television: ₹30/kg | Motor: ₹100/kg,Yes,"Patna, Hajipur"
REC04392,EnviroCycle Gaya E-Waste Solutions 4392,Gaya,"Motor, Washing Machine, Mobile, Keyboard",Authorized,+91 9135650934,Motor: ₹59/kg | Washing Machine: ₹30/kg | Mobile: ₹156/kg | Keyboard: ₹21/kg,Yes,"Gaya, Jehanabad, Nawada"
REC04393,EarthLoop Ranchi Recycler Hub 4393,Ranchi,"Motor, Keyboard, Mixed Metal",Authorized,+91 9762545517,Motor: ₹53/kg | Keyboard: ₹43/kg | Mixed Metal: ₹45/kg,Yes,"Ranchi, Ramgarh, Bokaro"
REC04394,GreenMine Jamshedpur Recovery Centre 4394,Jamshedpur,"PCB, Battery, Mixed Plastic, CRT, Mouse, Printer, Motor",Authorized,+91 9132999451,PCB: ₹448/kg | Battery: ₹80/kg | Mixed Plastic: ₹34/kg | CRT: ₹16/kg | Mouse: ₹43/kg | Printer: ₹21/kg | Motor: ₹94/kg,Yes,"Jamshedpur, Adityapur, Chaibasa"
REC04395,RecoverX Bhubaneswar Circular Solutions 4395,Bhubaneswar,"Printer, Mouse, Mixed Plastic, Motor, Mobile, PCB, Cable, Glass",Authorized,+91 9414007802,Printer: ₹12/kg | Mouse: ₹52/kg | Mixed Plastic: ₹20/kg | Motor: ₹86/kg | Mobile: ₹177/kg | PCB: ₹399/kg | Cable: ₹470/kg | Glass: ₹3/kg,Yes,"Bhubaneswar, Puri, Cuttack"
REC04396,ScrapSmart Cuttack Resource Recovery 4396,Cuttack,"Mobile, Mouse, Mixed Plastic, PCB, Magnet Assembly, CRT",Authorized,+91 9161466673,Mobile: ₹332/kg | Mouse: ₹29/kg | Mixed Plastic: ₹26/kg | PCB: ₹515/kg | Magnet Assembly: ₹98/kg | CRT: ₹9/kg,No,"Cuttack, Jajpur"
REC04397,EcoRecover Guwahati Green Processing 4397,Guwahati,"Mobile, LCD Panel, Washing Machine, Glass, Mixed Plastic, Battery, Motor, PCB",Authorized,+91 9170584125,Mobile: ₹291/kg | LCD Panel: ₹44/kg | Washing Machine: ₹35/kg | Glass: ₹8/kg | Mixed Plastic: ₹25/kg | Battery: ₹150/kg | Motor: ₹104/kg | PCB: ₹414/kg,Yes,"Guwahati, Dispur"
REC04398,WasteWise Shillong Materials Recycling 4398,Shillong,"Mixed Metal, Washing Machine, Printer, Battery, Television",Authorized,+91 9579634080,Mixed Metal: ₹61/kg | Washing Machine: ₹13/kg | Printer: ₹13/kg | Battery: ₹162/kg | Television: ₹40/kg,Yes,"Shillong, Jowai"
REC04399,CircularGrid Kochi Sustainable Recycling 4399,Kochi,"Mobile, Keyboard, Cable",Authorization Verification Pending,+91 9892307258,Mobile: ₹259/kg | Keyboard: ₹26/kg | Cable: ₹342/kg,Yes,"Kochi, Kottayam"
REC04400,GreenBridge Thiruvananthapuram Collection & Recycling 4400,Thiruvananthapuram,"Motor, Cable, Mobile",Authorization Renewal Pending,+91 9646315523,Motor: ₹81/kg | Cable: ₹330/kg | Mobile: ₹174/kg,No,"Thiruvananthapuram, Kollam"
REC04401,EcoCycle Kozhikode Recycling Services 4401,Kozhikode,"Microwave, Mouse, Keyboard, Mixed Metal, Motor, Television, Washing Machine, Glass",Authorization Renewal Pending,+91 9497750879,Microwave: ₹26/kg | Mouse: ₹56/kg | Keyboard: ₹32/kg | Mixed Metal: ₹63/kg | Motor: ₹53/kg | Television: ₹20/kg | Washing Machine: ₹18/kg | Glass: ₹9/kg,Yes,Kozhikode
REC04402,GreenLoop Chandigarh E-Waste Solutions 4402,Chandigarh,"Mouse, Battery, Magnet Assembly, Television",Authorized,+91 9740054602,Mouse: ₹23/kg | Battery: ₹124/kg | Magnet Assembly: ₹97/kg | Television: ₹31/kg,Yes,"Chandigarh, Mohali"
REC04403,ReTech Ludhiana Recycler Hub 4403,Ludhiana,"Television, Motor, Keyboard",Authorization Verification Pending,+91 9807886937,Television: ₹40/kg | Motor: ₹58/kg | Keyboard: ₹25/kg,Yes,"Ludhiana, Moga"
REC04404,CleanEarth Amritsar Recovery Centre 4404,Amritsar,"Mouse, Microwave, Television, CRT, PCB, Mixed Metal, Mobile",Authorized,+91 9919229548,Mouse: ₹37/kg | Microwave: ₹8/kg | Television: ₹31/kg | CRT: ₹17/kg | PCB: ₹447/kg | Mixed Metal: ₹58/kg | Mobile: ₹176/kg,Yes,Amritsar
REC04405,E-Waste Dehradun Circular Solutions 4405,Dehradun,"Glass, Microwave, Mixed Plastic, Printer, Cable",Authorized,+91 9631618167,Glass: ₹6/kg | Microwave: ₹17/kg | Mixed Plastic: ₹11/kg | Printer: ₹24/kg | Cable: ₹448/kg,No,"Dehradun, Haridwar"
REC04406,Circular Shimla Resource Recovery 4406,Shimla,"CRT, Motor, Mouse, PCB, Mobile, Washing Machine, Television",Authorized,+91 9869333658,CRT: ₹16/kg | Motor: ₹83/kg | Mouse: ₹53/kg | PCB: ₹545/kg | Mobile: ₹265/kg | Washing Machine: ₹12/kg | Television: ₹20/kg,Yes,"Shimla, Solan, Mandi"
REC04407,RenewTech Jammu Green Processing 4407,Jammu,"Mobile, Television, Mouse, Magnet Assembly, Motor",Authorization Verification Pending,+91 9531384451,Mobile: ₹183/kg | Television: ₹26/kg | Mouse: ₹29/kg | Magnet Assembly: ₹86/kg | Motor: ₹95/kg,Yes,"Jammu, Udhampur"
REC04408,GreenCircuit Srinagar Materials Recycling 4408,Srinagar,"Printer, Television, Microwave, Motor, Mixed Plastic",Authorized,+91 9160232071,Printer: ₹22/kg | Television: ₹20/kg | Microwave: ₹27/kg | Motor: ₹93/kg | Mixed Plastic: ₹17/kg,No,"Srinagar, Baramulla"
REC04409,UrbanRecycle Agartala Sustainable Recycling 4409,Agartala,"Cable, Mobile, Battery, Printer, Mouse, LCD Panel, Washing Machine, Television",Authorized,+91 9247319309,Cable: ₹404/kg | Mobile: ₹268/kg | Battery: ₹76/kg | Printer: ₹15/kg | Mouse: ₹31/kg | LCD Panel: ₹63/kg | Washing Machine: ₹29/kg | Television: ₹30/kg,Yes,"Agartala, Udaipur"
REC04410,EcoLink Imphal Collection & Recycling 4410,Imphal,"Glass, Printer, Mouse, Mobile",Authorized,+91 9883769406,Glass: ₹10/kg | Printer: ₹16/kg | Mouse: ₹35/kg | Mobile: ₹248/kg,No,"Imphal, Thoubal"
REC04411,RecyclePro Aizawl Recycling Services 4411,Aizawl,"Mixed Metal, Cable, Washing Machine",Authorized,+91 9728093634,Mixed Metal: ₹64/kg | Cable: ₹400/kg | Washing Machine: ₹22/kg,Yes,"Aizawl, Kolasib"
REC04412,EnviroCycle Itanagar E-Waste Solutions 4412,Itanagar,"Washing Machine, Mixed Plastic, Television, Printer",Authorized,+91 9747476274,Washing Machine: ₹11/kg | Mixed Plastic: ₹21/kg | Television: ₹40/kg | Printer: ₹28/kg,No,"Itanagar, Naharlagun"
REC04413,EarthLoop Gangtok Recycler Hub 4413,Gangtok,"Motor, Mixed Metal, Mobile, LCD Panel, Keyboard, Glass, Mixed Plastic, Battery",Authorized,+91 9668004585,Motor: ₹54/kg | Mixed Metal: ₹60/kg | Mobile: ₹326/kg | LCD Panel: ₹71/kg | Keyboard: ₹24/kg | Glass: ₹4/kg | Mixed Plastic: ₹8/kg | Battery: ₹160/kg,Yes,"Gangtok, Pakyong, Namchi"
REC04414,GreenMine Panaji Recovery Centre 4414,Panaji,"Motor, Keyboard, Microwave, PCB, Mouse, Mobile, Television",Authorized,+91 9677323029,Motor: ₹67/kg | Keyboard: ₹27/kg | Microwave: ₹26/kg | PCB: ₹407/kg | Mouse: ₹42/kg | Mobile: ₹307/kg | Television: ₹37/kg,Yes,"Panaji, Mapusa, Margao"
REC04415,RecoverX Mangaluru Circular Solutions 4415,Mangaluru,"PCB, Battery, Magnet Assembly, Microwave, Keyboard, Mouse",Authorized,+91 9905502743,PCB: ₹414/kg | Battery: ₹128/kg | Magnet Assembly: ₹115/kg | Microwave: ₹21/kg | Keyboard: ₹32/kg | Mouse: ₹50/kg,No,"Mangaluru, Puttur"
REC04416,ScrapSmart Hubballi Resource Recovery 4416,Hubballi,"Mixed Plastic, Television, PCB, Magnet Assembly, Printer, Mixed Metal, Cable, Mobile",Authorized,+91 9462794948,Mixed Plastic: ₹19/kg | Television: ₹24/kg | PCB: ₹407/kg | Magnet Assembly: ₹82/kg | Printer: ₹30/kg | Mixed Metal: ₹71/kg | Cable: ₹438/kg | Mobile: ₹184/kg,Yes,"Hubballi, Belagavi"
REC04417,EcoRecover Meerut Green Processing 4417,Meerut,"Magnet Assembly, Mixed Metal, Mobile, Microwave",Authorized,+91 9878920785,Magnet Assembly: ₹88/kg | Mixed Metal: ₹69/kg | Mobile: ₹247/kg | Microwave: ₹24/kg,Yes,"Meerut, Modinagar, Hapur"
REC04418,WasteWise Agra Materials Recycling 4418,Agra,"Glass, Cable, Mobile, Magnet Assembly",Authorized,+91 9573888905,Glass: ₹3/kg | Cable: ₹378/kg | Mobile: ₹315/kg | Magnet Assembly: ₹75/kg,Yes,"Agra, Firozabad"
REC04419,CircularGrid Bareilly Sustainable Recycling 4419,Bareilly,"Printer, CRT, Mixed Plastic, Motor, LCD Panel",Authorized,+91 9602204264,Printer: ₹30/kg | CRT: ₹6/kg | Mixed Plastic: ₹25/kg | Motor: ₹61/kg | LCD Panel: ₹49/kg,Yes,"Bareilly, Shahjahanpur"
REC04420,GreenBridge Gorakhpur Collection & Recycling 4420,Gorakhpur,"Mobile, Printer, Mixed Metal",Authorized,+91 9263506197,Mobile: ₹344/kg | Printer: ₹12/kg | Mixed Metal: ₹77/kg,Yes,Gorakhpur
REC04421,EcoCycle Jodhpur Recycling Services 4421,Jodhpur,"Mobile, Glass, Keyboard, Cable, Magnet Assembly",Authorized,+91 9455076101,Mobile: ₹236/kg | Glass: ₹3/kg | Keyboard: ₹36/kg | Cable: ₹389/kg | Magnet Assembly: ₹111/kg,No,"Jodhpur, Pali"
REC04422,GreenLoop Udaipur E-Waste Solutions 4422,Udaipur,"Mobile, LCD Panel, Microwave",Authorization Renewal Pending,+91 9774803320,Mobile: ₹196/kg | LCD Panel: ₹53/kg | Microwave: ₹14/kg,Yes,"Udaipur, Chittorgarh"
REC04423,ReTech Gwalior Recycler Hub 4423,Gwalior,"Printer, Mixed Plastic, Glass, Mouse, Washing Machine, CRT",Authorized,+91 9656312621,Printer: ₹16/kg | Mixed Plastic: ₹10/kg | Glass: ₹11/kg | Mouse: ₹33/kg | Washing Machine: ₹11/kg | CRT: ₹11/kg,No,"Gwalior, Morena"
REC04424,CleanEarth Jabalpur Recovery Centre 4424,Jabalpur,"Mixed Plastic, Mobile, Keyboard, Motor, Magnet Assembly, Glass, Mixed Metal, Cable",Authorization Verification Pending,+91 9237101272,Mixed Plastic: ₹11/kg | Mobile: ₹172/kg | Keyboard: ₹37/kg | Motor: ₹58/kg | Magnet Assembly: ₹77/kg | Glass: ₹4/kg | Mixed Metal: ₹37/kg | Cable: ₹442/kg,Yes,Jabalpur
REC04425,E-Waste Aurangabad Circular Solutions 4425,Aurangabad,"Keyboard, Washing Machine, Mobile, Magnet Assembly",Authorized,+91 9680513684,Keyboard: ₹28/kg | Washing Machine: ₹31/kg | Mobile: ₹292/kg | Magnet Assembly: ₹135/kg,Yes,"Aurangabad, Ahmednagar, Jalna"
